State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
SC,7,12,10,2022,0.0,17.22,0.0,2,13
NV,11,27,9,2022,0.0,26.11,0.0,2,12
CA,13,16,12,2022,16.09,15.0,0.0,2,14
MO,17,19,1,2023,16.09,2.78,0.0,2,15
NV,21,8,11,2022,8.04,0.0,0.0,2,18
AR,10,14,10,2022,14.48,18.33,0.0,2,10
MN,14,20,12,2022,24.14,-15.56,0.0,2,12
FL,20,9,12,2022,0.0,19.44,0.0,2,14
FL,8,19,9,2022,0.0,25.0,0.0,2,7
VA,19,20,11,2022,9.65,1.11,0.0,2,8
TN,13,1,11,2022,0.0,21.11,0.0,2,12
SC,18,9,9,2022,0.0,25.0,0.0,2,18
CA,18,16,8,2022,11.26,21.67,0.0,2,17
NJ,7,22,1,2023,0.0,1.67,0.0,2,7
NY,8,9,11,2022,11.26,2.78,0.0,2,14
NC,13,4,10,2022,14.48,20.0,0.0,2,14
PA,0,22,11,2022,11.26,2.78,0.0,2,2
PA,14,12,8,2022,16.09,27.22,0.0,2,14
FL,23,7,12,2022,4.83,23.33,0.0,2,16
CA,15,14,12,2022,8.04,13.33,0.0,2,15
PA,15,8,11,2022,22.53,7.22,0.0,2,13
DC,7,6,9,2022,12.87,22.22,0.0,2,9
MD,12,10,11,2022,0.0,20.56,0.0,2,14
TN,8,9,10,2022,4.83,6.11,0.0,2,8
TX,14,29,12,2022,9.65,22.78,0.0,2,14
WY,10,10,11,2022,28.96,-4.44,0.0,2,10
NC,15,31,8,2022,0.0,29.44,0.0,2,15
NC,13,16,11,2022,9.65,17.22,0.0,2,14
FL,6,3,11,2022,9.65,22.78,0.0,2,7
CA,8,7,12,2022,11.26,12.22,0.0,2,10
TN,18,7,12,2022,9.65,17.78,0.0,2,17
VA,15,1,8,2022,19.31,30.56,0.0,2,14
NY,10,25,8,2022,12.87,30.0,0.0,2,12
CA,8,15,8,2022,0.0,21.67,0.0,2,7
FL,7,18,1,2023,8.04,10.0,0.0,2,9
NY,10,22,8,2022,0.0,21.67,0.0,2,11
CA,16,1,12,2022,14.48,10.56,2.03,2,15
CO,23,27,1,2023,22.53,-7.78,0.25,2,22
PA,13,15,10,2022,24.14,21.67,0.0,2,14
FL,18,5,9,2022,14.48,30.56,0.0,2,17
CA,22,4,10,2022,8.04,18.89,0.0,2,20
WA,12,10,12,2022,9.65,7.22,0.0,2,13
CA,19,3,12,2022,0.0,10.0,0.0,2,19
CA,13,4,8,2022,22.53,32.78,0.0,2,16
CA,16,13,12,2022,9.65,11.67,0.0,2,16
FL,22,12,1,2023,22.53,17.78,0.0,2,21
AZ,17,2,12,2022,11.26,16.67,0.0,2,15
FL,19,17,1,2023,9.65,18.33,0.0,2,19
PA,12,5,9,2022,4.83,22.22,0.0,2,11
TX,17,25,8,2022,11.26,32.22,0.0,2,15
CA,7,4,1,2023,0.0,7.78,2.79,2,10
IL,16,4,1,2023,20.92,1.11,0.0,2,15
CA,14,29,12,2022,8.04,16.11,0.0,2,14
FL,7,11,10,2022,4.83,26.11,0.0,2,9
CT,1,22,11,2022,16.09,5.56,0.0,2,6
AZ,0,21,1,2023,8.04,4.44,0.0,2,3
CA,0,1,8,2022,8.04,16.11,0.0,2,3
FL,10,15,9,2022,12.87,31.67,0.0,2,14
WY,19,15,12,2022,8.04,-18.89,0.0,2,16
GA,16,20,1,2023,25.74,13.33,0.0,2,15
PA,11,28,1,2023,14.48,10.0,0.0,2,12
TX,10,15,12,2022,8.04,14.44,0.0,2,14
NY,15,3,1,2023,12.87,9.44,0.0,2,15
PA,16,10,9,2022,14.48,27.22,0.0,2,16
GA,15,17,12,2022,16.09,8.89,0.0,2,10
NC,8,4,11,2022,9.65,13.33,0.0,2,8
CA,3,16,1,2023,33.79,7.78,3.56,2,10
FL,12,13,9,2022,4.83,28.33,1.78,2,13
NY,16,11,10,2022,20.92,20.56,0.0,2,16
PA,16,9,12,2022,9.65,7.78,0.0,2,16
GA,15,20,9,2022,16.09,32.78,0.0,2,15
FL,16,30,8,2022,19.31,32.22,0.0,2,17
CA,12,23,8,2022,0.0,33.33,0.0,2,13
GA,15,8,10,2022,19.31,22.22,0.0,2,14
CA,15,13,1,2023,8.04,17.78,0.0,2,15
NJ,14,14,8,2022,8.04,26.11,0.0,2,15
CA,15,3,1,2023,0.0,12.78,0.0,2,16
VA,8,17,11,2022,22.53,4.44,0.0,2,10
NC,10,6,8,2022,11.26,31.11,0.0,2,12
CA,8,29,9,2022,0.0,20.56,0.0,2,16
TN,13,10,9,2022,16.09,22.78,0.51,2,13
AR,16,6,10,2022,4.83,30.56,0.0,2,13
TX,16,4,11,2022,12.87,30.0,0.0,2,15
FL,13,19,12,2022,11.26,14.44,0.0,2,14
NY,13,4,10,2022,14.48,11.11,0.76,2,13
CA,22,15,8,2022,8.04,25.0,0.0,2,13
NM,17,14,10,2022,9.65,23.89,0.0,2,16
OR,15,16,12,2022,4.83,-1.11,0.0,2,14
FL,17,11,12,2022,8.04,18.89,0.0,2,14
NY,13,17,8,2022,11.26,27.22,0.0,2,12
FL,16,20,9,2022,19.31,32.78,0.0,2,16
CA,16,28,1,2023,16.09,16.11,0.0,2,15
CA,22,2,9,2022,14.48,22.22,0.0,2,10
CO,11,19,11,2022,0.0,2.22,0.2104570154231863,2,12
CA,20,25,12,2022,0.0,12.78,0.0,2,19
VA,13,12,12,2022,19.31,5.56,0.0,2,12
CA,0,13,12,2022,8.04,1.11,0.0,2,1
CA,2,1,1,2023,24.14,13.33,0.51,2,4
CA,18,6,10,2022,16.09,23.33,0.0,2,16
FL,17,5,1,2023,11.26,26.67,0.0,2,11
MO,8,4,8,2022,8.04,22.78,0.0,2,9
MT,18,18,1,2023,0.0,-0.56,0.0,2,15
SC,23,12,9,2022,8.04,22.78,0.0,2,19
TN,15,6,1,2023,14.48,10.0,0.0,2,14
NY,9,25,8,2022,0.0,25.0,0.0,2,10
TX,18,31,8,2022,4.83,23.89,0.0,2,15
MT,21,17,11,2022,8.04,-12.78,0.0,2,17
AL,17,10,12,2022,4.83,18.89,0.0,2,15
SC,7,16,10,2022,12.87,11.11,0.0,2,9
SC,5,17,12,2022,0.0,2.78,0.0,2,6
AZ,7,14,11,2022,8.04,9.44,0.0,2,8
CA,18,4,11,2022,0.0,15.0,0.0,2,13
CA,14,10,10,2022,14.48,18.33,0.0,2,14
NY,17,9,10,2022,11.26,15.56,0.0,2,15
NJ,13,20,11,2022,25.74,1.67,0.0,2,12
OH,4,24,12,2022,28.96,-17.22,0.0,2,5
CA,7,5,12,2022,20.92,10.56,0.0,2,8
CA,8,25,8,2022,0.0,23.89,0.0,2,8
CA,6,2,9,2022,0.0,22.22,0.0,2,6
CA,17,13,1,2023,11.26,13.33,0.0,2,19
PA,18,30,1,2023,11.26,10.0,0.0,2,18
TX,16,22,11,2022,9.65,15.0,0.0,2,15
TN,8,11,8,2022,4.83,25.0,0.0,2,9
CA,7,19,1,2023,9.65,4.44,0.0,2,9
VA,9,3,9,2022,0.0,22.22,0.0,1,9
SC,19,8,12,2022,4.83,17.22,0.0,2,17
OR,14,17,9,2022,14.48,18.89,0.0,2,14
TN,18,1,10,2022,12.87,20.0,0.0,2,16
MI,15,23,11,2022,12.87,11.67,0.0,2,14
MO,5,3,10,2022,0.0,6.11,0.2104570154231863,2,5
LA,13,12,10,2022,27.35,28.89,0.0,2,13
CA,14,17,11,2022,11.26,16.67,0.0,2,14
CA,22,24,9,2022,16.09,16.67,0.0,2,21
MA,5,1,8,2022,8.04,21.67,1.02,3,7
NY,15,7,9,2022,22.53,22.78,0.0,2,15
CA,13,19,12,2022,9.65,16.67,0.0,2,14
CO,17,12,11,2022,12.87,4.44,0.2104570154231863,2,15
CA,17,1,8,2022,22.53,25.0,0.0,2,16
UT,9,15,12,2022,14.48,-1.11,0.51,2,10
FL,6,10,10,2022,4.83,22.78,0.0,3,7
CA,4,16,12,2022,8.04,0.0,0.0,2,6
CA,14,4,12,2022,14.48,15.0,0.0,2,14
GA,17,11,12,2022,8.04,17.78,0.0,2,14
PA,11,28,8,2022,14.48,27.22,0.0,2,13
VA,7,23,8,2022,12.87,21.67,0.0,2,8
NY,11,31,12,2022,0.0,9.44,0.0,2,12
FL,16,2,11,2022,19.31,29.44,0.0,2,15
IL,11,30,12,2022,11.26,3.33,0.0,2,12
FL,7,18,8,2022,11.26,27.78,0.0,2,13
CA,18,12,11,2022,8.04,16.67,0.0,2,14
CT,14,3,1,2023,9.65,8.89,0.0,2,13
TX,16,4,11,2022,8.04,34.44,0.0,2,16
NJ,6,7,11,2022,16.09,20.0,0.0,2,9
FL,9,20,9,2022,11.26,27.78,0.0,2,16
ND,6,27,12,2022,27.35,-12.22,0.0,2,8
MI,20,16,12,2022,19.31,0.0,0.0,2,19
KS,19,7,11,2022,8.04,8.89,0.0,2,17
FL,13,14,10,2022,8.04,30.56,0.0,2,13
PA,14,26,1,2023,12.87,0.0,0.0,2,12
TX,16,22,9,2022,12.87,36.67,0.0,2,15
CA,14,5,11,2022,12.87,17.78,0.0,2,15
TX,3,10,12,2022,0.0,21.67,0.0,2,8
CA,3,1,9,2022,4.83,22.22,0.0,2,8
CA,22,4,10,2022,8.04,16.67,0.0,2,17
GA,16,17,1,2023,9.65,15.56,0.0,2,16
VA,8,12,12,2022,11.26,6.67,0.0,2,10
MS,15,15,12,2022,11.26,15.56,0.0,2,14
CA,14,11,12,2022,22.53,10.56,1.02,2,13
TN,12,19,11,2022,16.09,6.11,0.0,2,12
GA,7,25,1,2023,20.92,14.44,4.32,2,10
FL,21,9,12,2022,11.26,18.89,0.0,2,15
CA,15,4,10,2022,22.53,30.56,0.0,2,14
WV,18,31,12,2022,12.87,10.0,0.0,2,15
NY,14,12,9,2022,0.0,25.0,0.0,2,15
FL,16,9,11,2022,28.96,23.33,0.76,2,15
CA,6,22,8,2022,0.0,22.22,0.0,2,7
LA,7,10,8,2022,0.0,26.11,0.0,2,8
FL,17,8,8,2022,19.31,28.89,0.0,2,16
CA,8,23,9,2022,0.0,25.0,0.0,2,10
CA,6,17,10,2022,0.0,14.44,0.0,2,7
MD,15,5,12,2022,19.31,10.0,0.0,2,15
CA,20,14,12,2022,0.0,8.33,0.0,2,18
FL,10,5,1,2023,12.87,27.78,0.0,2,16
WI,11,3,11,2022,22.53,18.89,0.0,2,12
CO,12,9,8,2022,11.26,29.44,0.0,2,12
OH,8,18,11,2022,12.87,-1.11,0.0,2,10
TX,15,24,8,2022,14.48,31.11,0.0,2,16
CA,6,20,1,2023,0.0,6.67,0.0,2,8
PA,9,2,10,2022,9.65,12.78,2.03,2,12
MN,6,16,12,2022,14.48,-2.22,0.0,2,8
MI,17,1,12,2022,4.83,0.0,0.0,2,17
CT,16,17,8,2022,20.92,22.78,0.0,2,14
SC,5,22,11,2022,0.0,3.89,0.0,2,8
CA,6,5,9,2022,0.0,18.89,0.0,2,7
CA,2,6,11,2022,16.09,13.89,0.2104570154231863,2,7
TX,3,25,1,2023,22.53,2.78,0.0,2,4
CA,5,23,11,2022,9.65,6.11,0.0,2,8
FL,8,27,1,2023,12.87,16.67,0.0,2,11
MN,14,14,9,2022,24.14,25.56,0.0,2,14
GA,12,20,11,2022,12.87,5.0,0.0,2,11
IN,15,17,8,2022,19.31,27.22,0.0,2,15
NY,7,11,9,2022,4.83,18.89,0.0,2,9
FL,13,27,8,2022,9.65,32.78,0.0,4,13
NJ,18,22,11,2022,14.48,8.89,0.0,2,17
TN,8,30,9,2022,12.87,14.44,0.0,2,9
NY,17,13,10,2022,16.09,20.56,0.25,2,16
CA,17,22,12,2022,8.04,7.22,0.0,2,11
VA,8,21,11,2022,4.83,1.67,0.0,2,10
CA,7,5,12,2022,4.83,3.33,0.0,2,8
CT,13,14,11,2022,20.92,6.67,0.0,2,13
CO,17,5,12,2022,11.26,11.11,0.0,2,15
KS,11,17,12,2022,22.53,-1.67,0.0,2,11
IL,7,23,8,2022,11.26,20.0,0.0,2,10
IL,16,16,1,2023,25.74,7.22,0.0,2,13
TX,12,8,12,2022,4.83,20.56,0.0,2,13
NY,15,3,10,2022,16.09,9.44,0.76,2,16
FL,8,16,8,2022,0.0,26.11,0.0,2,10
IN,21,19,1,2023,37.01,2.78,0.0,2,17
NC,16,28,9,2022,16.09,19.44,0.0,2,15
IA,23,6,8,2022,16.09,28.89,0.0,2,19
VA,15,15,12,2022,4.83,9.44,3.81,2,14
SC,22,29,1,2023,8.04,7.78,0.0,2,13
CO,11,24,1,2023,9.65,0.0,0.0,2,10
CO,2,29,1,2023,22.53,-8.89,0.0,2,3
NY,5,7,9,2022,24.14,18.89,0.0,2,6
CA,12,10,10,2022,9.65,28.89,0.0,2,13
VA,18,4,9,2022,8.04,23.89,0.0,2,17
AZ,15,19,12,2022,9.65,16.11,0.0,2,15
NY,14,26,9,2022,20.92,22.78,0.0,2,13
CA,17,15,12,2022,0.0,5.56,0.0,2,17
TN,17,8,10,2022,14.48,20.0,0.0,2,16
AZ,18,14,11,2022,11.26,17.78,0.0,2,16
UT,12,16,1,2023,16.09,8.33,0.0,2,13
FL,15,25,8,2022,20.92,28.89,0.0,2,15
MN,13,16,12,2022,4.83,-1.11,0.0,2,13
AL,16,1,10,2022,19.31,26.11,0.0,2,15
VA,7,27,1,2023,12.87,0.56,0.0,2,8
PA,13,1,11,2022,12.87,18.89,0.0,2,14
FL,21,13,8,2022,9.65,22.78,0.0,2,16
NY,18,30,12,2022,0.0,4.44,0.0,2,18
AR,13,14,12,2022,19.31,13.89,2.03,2,12
SC,18,3,1,2023,11.26,18.89,0.0,2,16
MI,8,28,1,2023,9.65,-3.89,0.0,2,10
CA,14,14,9,2022,16.09,27.22,0.0,2,14
SC,11,23,8,2022,0.0,25.56,0.0,2,11
CA,9,6,9,2022,4.83,31.67,0.0,2,11
MD,8,7,10,2022,0.0,13.33,0.0,2,8
UT,17,27,8,2022,14.48,31.67,0.0,2,16
FL,18,19,11,2022,22.53,24.44,0.0,2,17
PA,15,21,9,2022,16.09,27.78,0.0,2,15
OH,7,6,9,2022,4.83,18.89,0.0,2,10
NJ,15,7,10,2022,14.48,25.0,0.0,2,15
VA,8,16,11,2022,11.26,5.56,0.0,2,11
VA,19,15,1,2023,4.83,3.89,0.0,2,17
WY,6,28,8,2022,16.09,6.11,0.0,2,8
NY,12,16,9,2022,8.04,13.89,0.0,2,12
AR,22,6,12,2022,0.0,20.0,0.0,2,13
NC,8,8,11,2022,35.4,15.56,0.0,2,8
OR,17,11,11,2022,11.26,6.11,0.76,2,16
CA,15,16,1,2023,25.74,11.67,0.0,2,16
NY,23,8,11,2022,0.0,-2.78,0.0,2,18
FL,20,14,1,2023,22.53,8.33,0.0,2,17
CA,0,22,11,2022,11.26,8.33,0.0,2,4
NC,19,14,8,2022,4.83,25.56,0.0,2,19
CT,11,6,9,2022,11.26,16.67,2.03,2,13
IL,7,15,9,2022,4.83,17.22,0.0,2,8
TX,14,10,10,2022,25.74,30.0,0.0,2,15
PA,17,31,8,2022,14.48,25.0,0.0,2,15
SC,16,16,12,2022,25.74,10.0,0.0,2,14
NY,17,2,8,2022,14.48,33.89,0.0,2,16
OH,6,8,11,2022,14.48,6.11,0.0,2,9
CO,1,19,11,2022,12.87,-15.56,0.0,2,13
FL,19,29,12,2022,4.83,22.22,0.0,2,17
NC,14,24,8,2022,9.65,29.44,0.0,2,15
LA,8,23,8,2022,0.0,24.44,2.79,3,9
IN,14,15,11,2022,4.83,5.56,0.0,2,15
AZ,10,1,11,2022,0.0,12.78,0.0,2,10
OR,15,5,12,2022,8.04,6.11,0.0,2,15
SC,19,31,12,2022,0.0,17.22,0.0,2,15
OH,7,1,11,2022,11.26,15.56,0.0,2,7
FL,5,3,9,2022,11.26,27.22,0.0,2,9
MD,17,5,11,2022,12.87,25.0,0.0,2,17
LA,23,3,12,2022,0.0,17.78,0.0,2,21
FL,18,12,8,2022,35.4,27.22,0.25,2,16
FL,6,27,9,2022,8.04,24.44,0.0,2,7
CA,18,24,12,2022,0.0,16.11,0.0,2,16
NJ,18,6,12,2022,11.26,12.78,0.0,2,17
IL,8,20,1,2023,16.09,0.0,0.0,2,12
CA,11,14,12,2022,0.0,-3.89,0.0,2,10
FL,18,21,12,2022,14.48,17.22,0.0,2,17
FL,19,19,1,2023,4.83,15.0,0.0,2,16
OR,5,19,1,2023,0.0,-3.33,0.0,2,7
VA,8,11,10,2022,4.83,11.67,0.0,2,9
CT,0,25,8,2022,4.83,21.11,0.0,2,5
PA,7,5,8,2022,9.65,25.0,0.0,2,8
NY,10,8,8,2022,11.26,30.56,0.0,2,13
TX,23,22,1,2023,0.0,3.89,0.0,2,17
FL,14,14,12,2022,19.31,26.11,0.0,2,14
TX,22,15,12,2022,0.0,10.0,0.0,2,20
CT,19,25,8,2022,14.48,28.89,0.0,2,17
MN,20,4,1,2023,20.92,-1.11,0.0,2,19
CA,13,22,11,2022,4.83,16.67,0.0,2,13
GA,21,5,10,2022,0.0,13.89,0.0,2,19
PA,21,10,10,2022,0.0,9.44,0.0,2,15
TX,3,19,11,2022,27.35,7.22,0.0,2,7
CA,11,19,8,2022,0.0,18.89,0.0,2,12
CA,7,20,8,2022,0.0,22.22,0.0,2,7
SC,9,18,8,2022,4.83,22.78,0.0,2,11
TX,13,3,10,2022,0.0,29.44,0.0,2,13
FL,6,26,1,2023,14.48,17.22,0.0,2,13
CO,15,30,1,2023,4.83,-17.22,0.0,2,12
TX,6,19,1,2023,8.04,13.33,0.0,2,7
MO,13,4,9,2022,12.87,26.11,0.0,2,15
TX,21,16,10,2022,32.18,24.44,0.0,2,17
MN,20,10,9,2022,0.0,11.11,0.0,2,16
NC,15,19,12,2022,0.0,8.89,0.0,2,15
VA,15,9,9,2022,11.26,24.44,0.0,2,12
GA,6,9,12,2022,0.0,16.11,0.0,2,8
SC,11,21,9,2022,0.0,27.22,0.0,2,11
SC,0,1,11,2022,4.83,21.11,0.0,2,4
WA,22,21,1,2023,8.04,5.0,0.0,2,19
NC,14,30,1,2023,4.83,18.89,0.0,2,15
WA,5,16,11,2022,0.0,-5.0,0.0,2,7
PA,8,17,10,2022,0.0,12.78,0.0,2,5
FL,20,18,12,2022,12.87,15.0,0.0,2,16
FL,15,1,11,2022,8.04,32.22,0.0,2,14
NY,8,24,8,2022,11.26,23.89,0.0,2,8
MN,9,26,9,2022,38.62,12.78,0.0,2,10
FL,8,26,8,2022,0.0,23.33,0.0,2,9
NC,13,26,9,2022,0.0,26.11,0.0,2,13
CO,10,5,12,2022,20.92,13.89,0.0,2,11
CA,5,19,11,2022,8.04,2.22,0.0,2,7
FL,7,15,12,2022,16.09,25.0,0.0,2,14
FL,12,7,12,2022,20.92,28.89,0.0,2,13
UT,16,25,8,2022,11.26,33.89,0.0,2,16
OK,9,18,8,2022,8.04,22.22,0.0,3,10
AZ,16,25,8,2022,4.83,38.89,0.0,1,14
MI,7,11,10,2022,12.87,9.44,0.0,2,7
KS,6,11,12,2022,4.83,-2.22,0.0,2,7
LA,20,23,12,2022,16.09,-6.11,0.0,2,14
TX,8,14,11,2022,16.09,10.0,0.0,2,9
VA,16,29,9,2022,11.26,20.0,0.0,2,15
SC,17,22,9,2022,8.04,26.11,0.0,2,15
TN,16,18,8,2022,11.26,31.11,0.0,2,16
AZ,18,21,1,2023,11.26,12.22,0.0,2,18
CA,23,17,8,2022,9.65,26.11,0.0,2,19
NJ,19,16,11,2022,16.09,6.11,0.0,2,19
OR,19,18,11,2022,14.48,8.89,0.0,2,17
CT,14,30,9,2022,11.26,16.67,0.0,2,15
MD,14,17,1,2023,12.87,7.22,0.0,2,11
PA,19,10,11,2022,4.83,13.89,0.0,2,18
CA,21,31,12,2022,28.96,10.0,1.78,2,19
CT,15,4,8,2022,12.87,33.33,0.0,2,15
VA,7,28,9,2022,9.65,12.22,0.0,2,7
CA,22,15,10,2022,14.48,17.22,0.51,2,20
TX,10,24,11,2022,11.26,17.78,0.0,2,11
CA,16,24,1,2023,8.04,13.33,0.0,2,16
FL,15,16,12,2022,0.0,18.33,0.0,2,14
MN,9,15,12,2022,0.0,1.11,0.0,2,8
CA,9,15,1,2023,0.0,15.0,0.0,2,10
MN,9,21,12,2022,9.65,-18.89,0.0,2,11
NY,17,13,9,2022,19.31,27.78,0.0,2,16
FL,21,14,10,2022,9.65,24.44,0.0,2,20
CA,17,14,1,2023,0.0,13.33,0.0,2,9
FL,18,3,8,2022,8.04,28.33,0.0,2,16
MD,2,3,11,2022,0.0,8.33,0.0,2,7
CA,11,6,11,2022,25.74,17.22,0.0,2,11
PA,7,2,11,2022,0.0,7.22,0.0,2,9
CT,23,5,1,2023,9.65,5.56,0.0,2,17
CO,17,14,11,2022,11.26,-8.89,0.0,2,16
CA,9,25,9,2022,0.0,26.11,0.0,2,10
MN,16,3,1,2023,19.31,-2.78,0.0,2,15
VA,12,7,11,2022,22.53,25.56,0.0,2,12
TN,11,17,10,2022,12.87,15.0,0.0,2,12
NC,16,7,8,2022,11.26,31.67,0.0,2,16
VA,15,22,1,2023,9.65,10.0,0.0,2,15
CA,6,11,12,2022,24.14,14.44,4.83,2,7
CA,17,18,1,2023,0.0,13.33,0.0,2,18
NC,6,12,12,2022,0.0,1.67,0.0,2,8
NJ,8,13,12,2022,0.0,-3.33,0.0,2,9
NY,5,20,9,2022,4.83,19.44,0.0,2,6
MI,17,26,8,2022,12.87,25.56,0.0,2,16
VA,8,13,10,2022,24.14,17.22,3.05,2,10
AZ,12,6,11,2022,4.83,20.0,0.0,2,16
NY,10,28,9,2022,16.09,15.0,0.0,2,11
CA,6,26,9,2022,0.0,18.89,0.0,2,6
FL,18,25,1,2023,11.26,24.44,0.0,2,15
TX,8,13,12,2022,14.48,13.89,0.0,2,10
MD,16,3,11,2022,8.04,20.0,0.0,2,15
CA,11,12,11,2022,14.48,13.89,0.0,2,12
CA,11,17,8,2022,16.09,25.0,0.2104570154231863,2,10
SC,18,14,10,2022,4.83,19.44,0.0,2,16
NY,5,2,1,2023,8.04,0.56,0.0,2,9
NY,2,26,9,2022,8.04,14.44,0.0,2,4
VA,10,16,8,2022,0.0,23.89,0.0,2,10
CA,21,3,9,2022,4.83,30.0,0.0,2,20
AZ,16,16,1,2023,11.26,11.11,0.0,2,16
PA,17,12,8,2022,16.09,27.78,0.0,2,16
NY,15,30,9,2022,22.53,16.67,0.0,2,15
FL,16,25,8,2022,11.26,28.89,0.0,2,10
TX,20,3,9,2022,8.04,23.89,0.0,2,15
PA,0,27,8,2022,4.83,23.89,0.0,2,7
GA,20,17,12,2022,4.83,2.78,0.0,2,16
CA,12,12,12,2022,9.65,11.67,0.0,2,14
MN,11,8,11,2022,35.4,7.22,0.0,2,11
CA,3,1,1,2023,0.0,8.89,0.2104570154231863,2,8
CT,18,2,12,2022,8.04,3.89,0.0,2,19
TX,12,18,8,2022,12.87,24.44,6.1,2,14
AZ,1,13,1,2023,28.96,12.22,0.0,2,5
SC,20,23,8,2022,0.0,27.78,0.0,2,16
CA,9,23,1,2023,11.26,15.0,0.0,2,14
NC,12,27,8,2022,11.26,35.0,0.0,2,12
CA,14,18,8,2022,16.09,35.0,0.0,3,15
PA,9,7,12,2022,11.26,11.11,0.0,2,11
CA,16,6,11,2022,27.35,15.0,0.0,2,16
NC,8,10,11,2022,8.04,12.78,0.0,2,9
FL,17,30,8,2022,19.31,32.22,0.0,2,17
OR,21,30,11,2022,19.31,2.22,0.0,2,19
MN,11,27,12,2022,24.14,-7.78,0.0,2,12
CA,12,28,1,2023,0.0,16.11,0.0,2,13
NY,11,12,8,2022,11.26,25.56,0.0,2,12
CA,14,12,9,2022,11.26,20.0,0.0,2,13
LA,15,16,8,2022,9.65,33.33,0.0,2,14
CA,16,6,10,2022,16.09,30.56,0.0,2,16
PA,3,28,1,2023,12.87,1.11,0.0,2,6
TN,7,19,1,2023,22.53,10.0,0.0,2,12
FL,17,4,1,2023,14.48,27.78,0.0,2,17
CA,18,1,12,2022,12.87,10.56,2.03,2,17
MD,18,19,1,2023,8.04,6.11,0.0,2,16
PA,15,22,11,2022,14.48,11.67,0.0,2,14
PA,15,30,12,2022,8.04,14.44,0.0,2,15
CA,16,5,12,2022,12.87,10.56,0.0,2,14
MN,15,3,1,2023,19.31,-2.78,0.0,2,15
LA,12,20,12,2022,16.09,10.0,0.0,2,11
FL,14,7,12,2022,19.31,27.22,0.0,2,14
NC,16,29,9,2022,25.74,18.89,0.0,2,16
FL,21,9,12,2022,4.83,20.56,0.0,2,16
OR,14,4,12,2022,14.48,-0.56,0.0,2,9
IL,15,10,11,2022,22.53,21.11,0.0,2,15
FL,21,21,9,2022,0.0,27.78,0.0,2,18
CA,15,27,12,2022,12.87,12.22,0.0,2,14
IN,8,13,9,2022,8.04,16.11,0.0,2,10
CA,20,1,1,2023,0.0,13.33,0.0,2,17
VA,22,18,12,2022,14.48,1.11,0.0,2,18
MN,14,31,12,2022,19.31,2.22,0.0,2,14
FL,9,27,1,2023,25.74,12.78,0.0,2,9
CA,3,17,1,2023,14.48,-7.22,0.0,2,9
TX,7,14,9,2022,8.04,17.78,0.0,2,7
FL,10,27,9,2022,8.04,26.11,0.0,2,11
CA,5,5,1,2023,8.04,10.0,0.2104570154231863,2,8
AZ,8,8,12,2022,4.83,10.0,0.0,2,10
VA,17,3,11,2022,4.83,15.56,0.0,2,17
CA,16,23,9,2022,14.48,32.22,0.0,2,16
MN,16,13,12,2022,12.87,2.22,0.0,2,14
MD,16,21,12,2022,4.83,6.11,0.0,2,15
CA,15,12,10,2022,19.31,25.56,0.0,2,15
CO,17,23,11,2022,33.79,8.89,0.0,2,10
CA,15,3,12,2022,11.26,8.89,3.05,2,15
VA,6,30,1,2023,0.0,7.78,0.0,2,8
AZ,0,23,11,2022,8.04,10.56,0.0,2,13
PA,15,7,9,2022,11.26,20.56,0.51,2,16
CA,13,12,12,2022,0.0,11.67,0.0,2,14
UT,8,6,9,2022,4.83,23.33,0.0,2,9
SC,17,10,12,2022,4.83,10.0,0.0,2,15
TX,20,8,10,2022,11.26,26.11,0.0,2,18
CA,6,4,10,2022,0.0,11.11,0.0,2,6
PA,13,15,9,2022,19.31,23.33,0.0,2,13
CA,19,26,8,2022,24.14,20.56,0.0,2,16
CA,18,30,12,2022,4.83,15.56,0.0,2,18
IA,17,12,8,2022,27.35,31.11,0.0,2,16
MD,15,16,9,2022,4.83,25.56,0.0,2,15
TX,17,14,1,2023,22.53,13.89,0.2104570154231863,2,16
CA,8,18,8,2022,0.0,22.22,0.0,2,4
OR,15,23,11,2022,0.0,10.56,0.0,2,16
VA,19,2,9,2022,8.04,22.78,0.0,2,21
VA,15,23,11,2022,8.04,16.67,0.0,2,14
KS,11,16,12,2022,22.53,-1.11,0.0,2,11
NE,18,13,11,2022,19.31,1.11,0.0,2,16
FL,7,19,12,2022,4.83,7.22,0.0,2,13
MD,7,18,1,2023,19.31,8.33,0.0,2,8
CA,12,11,12,2022,12.87,13.89,3.3,2,6
CA,20,30,11,2022,0.0,9.44,0.0,2,18
VA,18,29,9,2022,24.14,19.44,0.0,2,17
NC,14,8,9,2022,11.26,26.11,0.0,2,14
CA,18,16,11,2022,0.0,18.89,0.0,2,17
SC,23,20,8,2022,0.0,25.0,0.0,2,15
MI,1,29,1,2023,9.65,-1.67,0.0,2,4
CA,18,15,8,2022,32.18,18.89,0.0,2,17
VA,8,10,11,2022,12.87,10.56,0.0,2,9
OK,12,20,1,2023,8.04,7.78,0.0,2,13
NJ,10,20,12,2022,14.48,2.22,0.0,2,11
CA,8,19,8,2022,12.87,15.56,0.0,3,10
FL,14,19,1,2023,11.26,25.0,0.0,2,14
OH,16,17,11,2022,19.31,-0.56,0.0,2,12
